Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.0332395359487273,-0.0818001639870704,0.0554396606130252,0,0,0,0.1875,4.8828125E-05,-4.61011798758941E-20,6.77626357803443E-22,0.000361328125,1.79385696360699E-21,0.000390625,0,0,0,0,0,0,package://piano/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://piano/meshes/base_link.STL,,key-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Empty_Link,6.93889390390723E-18,0.0125,-0.025,0,0,0,0.1875,4.8828125E-05,6.7762635780344E-22,4.61011798758941E-20,0.000390625,6.12954105867009E-37,0.000361328125,0,0,0,0,0,0,package://piano/meshes/Empty_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://piano/meshes/Empty_Link.STL,,key-2,Origin_dummy joint,,dummy joint,fixed,0.03324,-0.0568,0.04294,1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,
